assembly_id,serial,version,date,category_id,notes
27,39,2.0.0,,53,
88,39,5.1.2,,53,
92,39,6.0.0,,53,
94,39,2.0.0,,50,
44,39,5.1.2,,53,
52,39,2.97.0,,53,
63,40,2.2.0-0.0.0.0,2019-06-17,54,
35,40,2.6.3-1.0.0.0,2018-08-06,53,
50,40,5.0.0,2015-07-13,51,
46,40,3.1.0,2015-02-04,53,
74,40,,2012-01-18,50,
82,40,5.5.0,2010-10-15,50,
44,40,5.1.1,2010-08-31,50,
95,40,6.2.0,2010-08-20,50,
92,40,6.1.1,2010-06-01,50,
78,40,4.3.0,,53,
79,40,2.0.0,,53,
27,40,2.0.0,,53,
88,40,5.1.2,,53,
94,40,2.0.0,,50,
52,40,2.91,,53,
35,41,2.6.3-1.0.0.0,2018-08-17,50,Brought up in Manila
50,41,5.0.0,2015-07-13,51,
27,41,2.0.0,2015-04-14,53,
46,41,3.1.0,2015-02-04,50,
74,41,8.0.4,2013-10-31,50,
95,41,6.3.0,2012-02-23,50,
82,41,5.1.0,2011-04-07,52,
44,41,5.1.2,2010-09-20,50,New RG
88,41,5.1.4,2010-08-09,50,
92,41,6.1.0,2010-06-30,50,
80,41,1.0.1,,54,Signal path does not complete
94,41,2.2.0,,53,
52,41,2.91,,53,
63,41,,,48,
35,42,2.6.3-1.0.0.0,2018-08-17,50,Brought up in Manila
94,42,2.2.1,2017-06-30,53,
50,42,5.0.0,2016-03-18,51,
27,42,2.0.0,2015-04-14,53,
46,42,3.1.0,2015-02-04,53,
44,42,5.1.2,2011-04-07,50,
92,42,6.1.0,2010-06-21,50,Cal verified x10
88,42,5.1.3,2010-06-01,53,
95,42,6.2.0,2010-05-24,50,
72,42,5.3.0,2009-08-27,50,
74,42,8.0.4,,53,
80,42,1.0.1,,49,
82,42,5.1.0,,53,
52,42,2.91,,53,
63,42,,,48,
35,43,2.6.3-1.0.0.0,2018-09-05,53,
94,43,2.2.1,2017-06-30,50,
27,43,2.0.0,2015-04-14,53,
46,43,3.1.0,2015-03-31,53,
74,43,8.0.4,2013-11-11,50,
52,43,2.97.0-2,2013-10-16,50,
95,43,6.2.0,2010-06-11,50,
88,43,5.1.3,2010-06-01,53,
73,43,4.1.0,,58,
82,43,5.5.0,,53,
92,43,6.1.0,,53,
44,43,,,53,
35,44,2.6.3-1.0.0.0,2018-09-05,53,
94,44,2.2.1,2017-06-30,50,
27,44,2.0.0,2015-04-14,53,
46,44,3.1.0,2015-03-31,53,
52,44,2.97.0,2013-12-17,50,
88,44,5.1.5,2011-05-13,58,
78,44,4.3.0D,2011-03-24,50,
44,44,5.1.2,2010-11-23,50,
95,44,6.2.0,2010-08-09,50,
92,44,6.1.1,2010-08-03,52,
74,44,8.0.4,,53,
82,44,5.5.0,,53,
36,45,3.0.1-0.0.0.0,2018-11-12,50,Brought up in Boulder
94,45,2.2.1,2017-06-30,50,
27,45,2.0.0,2015-04-14,53,
46,45,3.1.0,2015-03-31,53,
81,45,6.1.0,2010-11-12,50,
44,45,5.1.2,2010-11-04,50,
88,45,5.1.4,2010-08-03,53,
92,45,6.1.1,2010-08-03,50,
95,45,6.2.0,2010-06-01,50,
74,45,8.0.4,,53,
52,45,2.97.0,,53,
36,46,3.0.1-0.0.0.0,2018-11-12,50,Brought up in Boulder
94,46,2.2.1,2017-06-30,50,
27,46,2.0.0,2015-04-14,53,
46,46,3.1.0,2015-03-31,53,
52,46,2.97.0-2,2013-11-01,50,
88,46,5.1.4,2011-06-09,50,Returned with Samantha to Erwin
44,46,5.1.2,2010-10-18,50,
95,46,6.2.0,2010-09-15,50,
74,46,8.0.4,,53,
81,46,6.0.0,,53,
92,46,6.1.0,,53,
36,47,3.0.1-0.0.0.0,2019-04-05,49,
94,47,2.2.1,2019-02-21,50,
27,47,2.0.0,2015-04-14,53,
46,47,3.1.0,2015-03-31,51,
81,47,6.0.0,2012-10-13,52,Shipped from Semicoa to Boulder for repair with their TMU System.
95,47,6.2.0,2011-04-10,50,
44,47,5.1.2,2010-11-05,50,Cheng Du (Todd)
88,47,5.1.4,2010-08-31,53,
92,47,6.1.1,2010-08-31,50,
74,47,8.10.0.0.0.0.0,,53,
52,47,2.97.0,,53,
46,48,3.1.0,2015-09-18,50,
27,48,2.0.0,2015-04-14,53,
88,48,5.5.1,2011-07-07,50,
92,48,6.1.1,2010-08-20,50,
95,48,6.2.0,2010-08-03,50,
15,48,9.0.0,,53,
81,48,6.0.0,,53,
94,48,2.2.1,,48,
36,48,,,49,
44,48,5.1.2,,53,
52,48,2.97.0,,53,
46,49,3.1.0,2015-09-18,53,
27,49,2.0.0,2015-04-14,53,
15,49,9.0.0,2014-02-11,50,
81,49,6.50.0,2012-12-31,50,
44,49,5.1.2,2010-11-24,50,
92,49,6.1.1,2010-10-18,50,
88,49,5.1.4,,53,
94,49,2.2.1,,48,
36,49,,,49,
95,49,6.2.0,,53,
52,49,2.98.0,,53,
46,50,3.1.0,2015-09-18,53,
27,50,2.0.0,2015-04-14,53,
44,50,5.1.2,2012-02-23,50,
88,50,5.1.4,2010-09-15,50,
92,50,6.1.1,2010-09-03,50,
95,50,6.2.0,2010-08-31,50,
81,50,6.0.0,,53,
94,50,2.2.1,,48,
36,50,,,49,
52,50,2.98.0,,53,
46,51,3.1.0,2015-09-18,53,
27,51,2.0.0,2015-04-14,53,
15,51,9.0.0.2,2013-12-17,50,
44,51,5.1.2,2011-07-22,50,
92,51,6.1.1,2010-11-01,50,
95,51,6.2.0,2010-06-01,50,
81,51,6.0.0,,53,Sent to Manny for de-bug / bring up 4/28/11
88,51,5.1.4,,53,
36,51,,,49,
52,51,2.98.0,,53,
46,52,3.1.0,2015-09-18,53,
27,52,2.0.0,2015-04-14,53,
52,52,2.98.0,2015-01-23,50,
15,52,9.0.0,2014-07-18,53,
81,52,6.50.0,2012-03-15,50,
44,52,5.1.2,2011-06-06,50,
92,52,6.1.1,2010-11-04,50,
78,52,5.1.1D,2010-05-12,50,
72,52,5.3.2,2010-05-04,50,
88,52,5.1.4,,53,
36,52,,,49,
95,52,6.2.0,,53,
27,53,2.0.0,2016-11-16,53,
46,53,3.1.0,2015-12-23,50,
15,53,9.0.0,2014-07-18,53,
44,53,5.1.2,2011-06-06,50,
92,53,6.1.1,2010-08-31,50,
95,53,6.2.0,2010-08-03,50,
78,53,5.1.0D,2009-05-12,53,
81,53,6.0.0,,53,
88,53,5.1.4,,53,
36,53,,,49,
27,54,2.0.0,2016-11-16,53,
46,54,3.1.0,2015-12-23,53,
15,54,9.0.0,2014-07-18,53,
81,54,6.1.0,2011-04-18,50,
92,54,6.1.0,2010-09-15,50,Due to system #2 Failure
72,54,5.3.1,2009-08-01,50,
88,54,5.1.4,,53,
36,54,,,49,
95,54,6.2.0,,53,
44,54,5.1.2,,53,
27,55,2.0.0,2016-11-16,53,
46,55,3.1.0,2015-12-23,53,
15,55,9.0.0,2014-08-19,53,
92,55,5.1.1,2011-08-20,50,
44,55,5.1.2,2011-03-30,50,
81,55,6.0.0,,53,
88,55,5.1.4,,53,
36,55,,,49,
95,55,6.2.0,,50,
27,56,2.0.0,2017-02-06,50,
46,56,3.1.0,2015-12-23,53,
15,56,9.0.0,2014-08-19,53,
95,56,6.3.0,2013-10-16,50,
88,56,,2012-01-18,50,
44,56,5.1.2,2011-07-07,50,To Manny for Updating
92,56,6.1.1,2011-03-21,50,Spare per Gordon
88,56,5.1.4,2010-09-25,50,
81,56,6.0.0,,53,
27,57,2.0.0,2017-02-06,50,
46,57,3.1.0,2015-12-23,53,
15,57,9.0.0,2014-12-18,53,
44,57,5.1.3,2011-02-22,50,
95,57,6.2.0,2010-08-31,50,
72,57,5.3.1,2009-01-04,50,
81,57,6.0.0,,53,
88,57,5.1.4,,53,
92,57,,,53,
27,58,2.0.0,2017-02-06,50,
46,58,3.1.0,2016-03-08,53,
15,58,9.0.0,2014-12-18,53,
44,58,5.1.2,2012-10-15,50,To Manny for Updating
81,58,6.50.0,2012-08-17,50,
88,58,5.5.1,2011-11-01,58,
95,58,6.2.0,2011-08-20,50,
92,58,6.1.1,2011-03-18,50,
72,58,5.2.0,2009-08-01,50,
27,59,2.0.0,2017-02-06,50,
46,59,3.1.0,2016-03-08,50,
15,59,9.0.0,2014-12-18,53,
95,59,6.2.0,2012-08-17,50,
88,59,5.5.1,2011-08-15,50,To replace the damaged HP from their DVSD insident
44,59,5.1.2,2011-04-18,50,To Manny for Updating
81,59,6.1.0,2011-03-30,50,
78,59,5.1.0,2010-10-24,50,
27,60,2.0.0,2017-04-24,53,
46,60,3.1.0,2016-03-08,50,
15,60,9.0.0,2014-12-18,53,
92,60,6.1.2,2013-09-06,50,
81,60,6.50.0,2012-02-23,50,
88,60,5.5.1,2011-06-03,50,U13 Failed on startup and Damaging R141. Reparied and protection installed
92,60,6.1.1,2011-02-25,50,
44,60,,2011-02-22,50,To Manny for Updating
95,60,6.2.0,2010-10-18,50,
27,61,2.0.0,2017-04-24,53,
88,61,5.1.4,2016-05-25,50,
46,61,3.1.0,2016-03-08,51,"Spin 3, works.  Could be used for a replacement"
15,61,9.0.0,2014-12-18,53,
92,61,,2012-01-18,50,Repair
83,61,4.4.0,2011-03-24,50,To replace out of spec digitzer
44,61,,2011-02-22,50,To Manny for Updating
95,61,6.2.0,,53,
27,62,2.0.0,2017-04-24,53,
46,62,3.1.0,2016-03-08,50,
15,62,9.0.0,2014-12-18,53,
88,62,5.5.3,2012-07-30,50,Replacement module due to 50V HP_Check Voltage clamp check failure (possible oscillation)
92,62,6.1.1,2012-01-18,50,
44,62,,2011-02-22,50,To Manny for Updating
78,62,6.1.0,2010-06-11,50,
82,62,,,53,Sent to Manny for de-bug / bring up 4/28/11
95,62,6.2.0,,53,
81,63,6.1.0,2019-06-10,50,Sent to Manny for de-bug / bring up 4/28/11
27,63,2.0.0,2017-08-02,53,
46,63,3.1.0,2016-03-08,50,
15,63,9.0.0,2014-12-18,53,
92,63,6.1.1,2011-07-07,50,
44,63,,2011-02-22,50,To Manny for Updating
88,63,5.2.1,2010-11-24,50,"Programming error, needs to be 5.2.0"
95,63,6.2.0,2010-11-05,50,
78,63,6.1.1,2009-08-01,53,
27,64,2.0.0,2017-08-02,53,
46,64,3.1.0,2016-03-08,53,
15,64,9.0.0,2014-12-18,53,
44,64,5.1.2,2012-10-13,50,Sent back to boulder due to calibration failing
82,64,5.1.0,2012-07-30,50,
88,64,5.1.4,2011-01-12,50,
95,64,6.2.0,2010-11-30,50,
78,64,6.1.0,2009-11-23,58,
92,64,6.1.1,,50,See Noah
27,65,2.0.0,2107-09-15,53,
46,65,3.1.0,2016-03-09,50,
15,65,9.0.0,2014-12-18,53,
95,65,6.3.0,2011-11-01,50,
82,65,,2011-10-06,50,
92,65,6.1.1,2011-07-22,50,
88,65,5.1.4,,53,
44,65,5.1.2,,50,
27,66,2.0.0,2017-10-16,53,
46,66,3.1.0,2016-03-09,50,
15,66,9.0.0.2,2014-12-18,50,
44,66,5.1.2,2013-10-16,50,
82,66,5.50.1,2012-02-15,53,
92,66,6.1.1,2011-08-29,51,
95,66,6.2.1,2011-04-06,50,
78,66,6.1.0,2009-08-27,53,
88,66,5.1.4,,53,
27,67,2.0.0,2017-10-16,53,
46,67,3.1.0,2016-03-09,53,
15,67,9.0.0-2.0,2015-07-17,53,
44,67,5.1.2,2013-10-16,50,
95,67,6.2.0,2012-01-18,50,
92,67,6.1.1,2011-08-29,51,
88,67,5.2.1,2011-02-25,50,"Programming error, needs to be 5.2.0"
81,67,6.50.0,,53,
27,68,2.0.0,2017-10-16,53,
46,68,3.1.0,2016-06-24,50,
15,68,9.0.0-2.0,2015-07-17,53,
92,68,6.1.1,2011-09-09,50,
88,68,5.2.0,2011-07-21,58,"Loaned to API, then returned for repair."
78,68,6.1.2,,53,
81,68,6.50.0,,53,
95,68,6.2.0,,53,
44,68,5.1.2,,50,
46,69,3.1.0,2019-04-05,50,
27,69,2.0.0,2017-10-16,53,
75,69,7.7.2,2015-08-13,53,SP9 configured as 7.7.2 for Bourns.
44,69,5.1.2,2013-10-31,50,
81,69,6.50.0,2012-06-22,50,
92,69,6.5.0,2011-09-13,50,Exchange system return
88,69,5.2.0,2011-06-20,50,Sent with Low Leakage mux to fill LC requirments
78,69,6.1.1,2011-03-30,50,
95,69,6.2.0,2010-12-21,50,Calibrated and verified for 0.5 day
27,70,2.0.0,2017-10-16,53,
46,70,3.1.0,2016-06-24,51,
15,70,9.0.0-0.0,2015-10-20,58,
51,70,2.100.0,2015-07-13,50,
44,70,5.1.3,2013-12-17,50,
81,70,6.50.0,2012-11-07,50,
95,70,6.3.1,2012-11-05,50,
92,70,,2011-10-06,50,
88,70,5.2.1,2010-11-30,50,"Programming error, needs to be 5.2.0"
27,71,2.0.0,2017-10-17,53,
46,71,3.1.0,2016-06-24,50,
15,71,9.0.0-0.0,2015-10-20,50,
51,71,2.110.0,2015-07-13,51,
92,71,6.1.1,2011-10-19,51,
77,71,7.1.0,2010-03-26,53,
81,71,6.50.0,,53,
88,71,5.1.4,,53,
95,71,6.2.0,,53,
44,71,5.1.2,,50,
27,72,2.0.0,2017-10-17,53,
46,72,3.1.0,2016-06-24,53,
51,72,2.100.0,2015-10-22,53,
15,72,9.0.0-0.0,2015-10-20,51,200A calboard for 51
88,72,5.1.4,2010-11-04,50,
77,72,7.1.0,2010-05-04,50,
81,72,6.50.0,,53,
92,72,6.1.1,,53,
95,72,6.3.0,,52,Gordon's nano. Failed in service.
44,72,5.1.2,,53,
27,73,2.0.0,2017-10-17,49,bottom
46,73,3.1.0,2016-07-21,53,
15,73,9.0.0-0.0,2016-01-21,53,
51,73,2.100.0,2015-10-22,53,
44,73,5.1.2,2014-12-03,53,
95,73,6.2.0,2011-01-12,50,To add into their DVSD system
88,73,5.3.0,2010-12-01,50,New KFET mod for Itrip test
77,73,7.1.0,2010-03-26,53,
81,73,6.50.0,,53,
92,73,6.1.1,,53,
27,74,2.0.0,2017-10-17,49,top
46,74,3.1.0,2016-07-21,50,
51,74,2.110.0,2016-03-18,51,
15,74,9.0.0-0.0,2016-01-21,53,
44,74,5.1.2,2014-12-03,53,
92,74,,2012-01-18,50,
95,74,6.3.0,2011-07-07,50,
88,74,5.2.0,2010-12-17,50,
81,74,6.50.0,,53,
27,75,2.0.0,2017-10-17,53,
46,75,3.1.0,2016-07-21,53,
52,75,2.98.1,2016-06-15,53,
15,75,9.0.0-0.0,2016-01-21,53,
44,75,5.1.2,2014-04-29,50,
92,75,,2012-01-18,50,
95,75,5.2.0,2011-03-30,50,
81,75,6.50.0,,53,
88,75,5.2.0,,53,Sent to Manny for de-bug / bring up 4/28/11
27,76,2.0.0,2017-10-17,49,top
46,76,3.1.0,2016-07-21,53,
52,76,2.98.1,2016-06-15,53,
15,76,9.0.0-0.0,2016-01-21,53,
44,76,5.1.2,2014-12-03,50,
95,76,6.3.0,2012-07-12,52,To include Vforce and Isource mods for Z0j testing
88,76,5.5.0,2011-08-20,50,
81,76,6.50.0,,53,
92,76,6.1.1,,50,
27,77,2.0.0,2017-10-17,49,top
46,77,3.1.0,2016-07-21,53,
52,77,2.98.1,2016-06-16,50,
15,77,9.0.0-0.0,2016-03-07,53,
44,77,5.1.2,2014-12-03,53,
81,77,6.50.0,2013-06-13,50,
92,77,6.1.1,2012-02-23,50,
88,77,5.5.0,,50,See Noah
95,77,6.3.0,,53,Available in-house inventory 5/3/11
27,78,2.0.0,2017-10-17,49,bottom
47,78,4.0.1,2016-10-31,50,
52,78,2.98.1,2016-06-16,53,
15,78,9.0.0-0.0,2016-03-07,53,
44,78,5.1.2,2014-12-03,53,
92,78,6.1.1,2012-05-12,53,
81,78,6.50.0,,53,
88,78,5.5.1,,53,
95,78,6.3.0,,53,Available in-house inventory 5/3/11
27,79,2.0.0,2017-10-17,53,
47,79,4.0.1,2016-10-31,53,
52,79,2.98.1,2016-06-16,50,
15,79,9.0.0-2.0,2016-03-07,50,
44,79,5.1.2,2014-12-03,53,
92,79,6.1.2,2012-11-07,50,
88,79,5.5.1,2011-09-09,50,
95,79,6.3.0,2011-05-13,50,
81,79,6.50.0,,53,
27,80,2.0.0,2017-10-17,49,top
51,80,2.100.0,2016-11-10,50,
47,80,4.0.1,2016-10-31,50,
15,80,9.0.0-0.0,2016-03-07,53,
44,80,6.0.0,2014-12-17,50,FIrst reworked spin 5
88,80,5.5.1,2012-08-17,50,SOA tester
95,80,6.3.0,2012-07-30,52,See Noah
81,80,6.50.0,,53,
92,80,6.1.2,,50,
27,81,2.0.0,2017-10-17,49,top
51,81,2.100.0,2016-12-19,50,
47,81,4.0.1,2016-10-31,53,
15,81,9.0.0-0.0,2016-07-25,53,
43,81,7.0.0,2011-07-22,50,
81,81,6.50.0,,53,
92,81,6.1.1,,50,
44,81,5.1.3,,53,
27,82,2.0.0,2017-10-17,53,
51,82,2.100.0,2016-12-19,53,
47,82,4.0.1,2016-10-31,53,
44,82,5.1.4,2016-10-28,50,
15,82,9.0.0-0.0,2016-09-13,50,
81,82,6.50.0,2013-10-16,50,
88,82,,2011-10-06,50,
92,82,6.1.2,,50,
43,82,7.0.0,,53,
27,83,2.0.0,2017-10-17,53,
51,83,2.100.0,2016-12-19,53,
47,83,4.0.1,2016-12-14,50,
15,83,9.0.0-0.0,2016-11-03,50,
44,83,5.1.4,2016-10-28,50,
88,83,5.5.1,2011-10-18,50,
43,83,7.0.0,2011-09-09,50,
71,83,6.1.0,2010-03-01,50,
81,83,6.50.0,,53,
92,83,6.1.2,,58,
43,84,7.0.0.0,2019-04-02,50,
27,84,2.0.0,2017-10-17,53,
15,84,9.0.0-0.0,2017-01-02,50,
51,84,2.100.0,2016-12-19,54,
47,84,4.0.1,2016-12-14,50,
44,84,5.1.4,2016-10-28,53,
88,84,5.5.1,2011-10-19,50,To RFMicro 
71,84,6.1.0,2010-03-01,50,
81,84,6.50.0,,53,
92,84,6.1.2,,53,
51,85,2.100.0,2018-01-25,50,
15,85,9.0.0-0.0,2017-01-02,50,
47,85,4.0.1,2016-12-14,50,
44,85,5.1.4,2016-10-28,53,
81,85,6.50.0,2013-12-17,50,
92,85,6.1.2,2013-10-16,50,
88,85,5.7.0,2011-10-28,50,Has new Isolated KFET Drive
43,85,,2011-10-06,50,
51,86,2.100.0,2018-01-25,53,
15,86,9.0.0-0.0,2017-01-02,53,
47,86,4.0.1,2016-12-14,53,
44,86,5.1.4,2016-10-28,53,
43,86,7.0.1,2012-06-05,50,This replacement due to 25mA range failure.
71,86,6.1.0,,50,
88,86,5.80.1-200.0.0.0,,58,
92,86,6.1.2,,53,
51,87,2.100.0,2018-01-25,53,
44,87,5.1.4,2017-09-15,53,
15,87,9.0.0-0.0,2017-01-02,53,
47,87,4.0.1,2016-12-14,53,
81,87,6.50.0,2013-10-31,50,
88,87,5.80.1,2013-04-09,50,
92,87,6.1.2,,53,
43,87,,,50,
51,88,2.100.0,2018-01-25,53,
44,88,5.1.4,2017-09-15,53,
47,88,4.0.1,2017-05-09,50,
15,88,9.0.0-0.0,2017-01-02,53,
92,88,6.1.2,2013-06-13,50,
71,88,6.1.0,2010-03-26,50,
22,88,7.0.0,,53,
43,88,7.0.0,,53,
51,89,2.100.0,2018-02-07,53,
44,89,5.1.5,2017-09-28,53,
47,89,4.0.1,2017-05-09,50,
15,89,9.0.0-0.0,2017-04-18,53,
43,89,7.0.0,2012-07-18,50,Shipped with DC Mobo 170
22,89,7.0.0,,53,
92,89,6.1.2,,53,
51,90,2.100.0,2019-06-11,54,
44,90,5.1.5,2017-11-01,53,
15,90,9.0.0-0.0,2017-06-19,53,
47,90,4.0.1,2017-05-09,53,
92,90,6.1.2,2013-10-16,50,
77,90,7.2.0,2010-10-01,58,Has HP200A Mods. 
22,90,7.0.0,,53,
88,90,5.5.1,,53,
43,90,7.0.1,,50,
51,91,2.100.0,2019-06-11,49,
44,91,5.1.5,2017-12-22,53,
15,91,9.0.0-0.0,2017-07-06,50,
47,91,4.0.1,2017-05-09,50,
43,91,7.0.0,2013-04-10,50,
22,91,7.0.0,,53,
88,91,5.5.1,,53,
92,91,6.1.2,,53,
51,92,2.100.0,2019-06-11,54,
44,92,5.1.5,2017-12-22,50,
15,92,9.0.0-0.0,2017-08-22,53,
47,92,4.0.1,2017-05-09,53,
71,92,6.1.1,2010-04-14,50,
22,92,7.0.0,,53,
88,92,5.5.5,,53,
92,92,6.1.2,,53,
43,92,7.0.2,,53,
51,93,2.100.0,2019-06-11,54,
44,93,5.1.5,2017-12-22,53,
15,93,9.0.0-0.0,2017-08-22,53,
47,93,4.0.1,2017-05-11,50,
91,93,7.0.0,2013-10-31,50,
88,93,5.2.0,2012-02-23,50,"No KFET and No ISINK, has Integrator protection, and 1/2/W Resistors on current mirror"
71,93,6.1.1,2010-05-06,50,
22,93,7.0.0,,53,
43,93,7.0.2,,53,
51,94,2.100.0,2019-06-11,54,
43,94,7.0.2,2019-04-05,50,
44,94,5.1.5,2017-12-22,53,
15,94,9.0.0-0.0,2017-08-22,50,
47,94,4.0.1,2017-05-11,53,
88,94,5.20.0,2011-06-28,50,Slot 1 only
71,94,6.1.1,,52,Claims to have a broken internal layer but is 51 good
22,94,7.0.0,,53,
91,94,7.0.0,,53,
51,95,2.100.0,2019-06-11,49,
44,95,5.1.5,2017-12-22,50,
15,95,9.0.0-0.0,2017-08-22,53,
47,95,4.0.1,2017-05-11,50,
91,95,7.2.0,2013-11-11,50,
88,95,5.80.0,2012-12-20,58,"200A, No KFET, No ISINK"
22,95,7.0.0,,50,
43,95,7.0.2,,53,
51,96,2.100.0,2019-06-11,54,
44,96,5.1.5,2017-12-22,53,
15,96,9.0.0-0.0,2017-08-22,53,
47,96,4.0.1,2017-05-11,53,
91,96,7.0.0,2013-12-17,50,
22,96,7.0.0,,53,
30,96,6.0.0,,53,
43,96,7.0.2,,50,
51,97,2.100.0,2019-06-11,54,
15,97,9.0.0-0.0,2017-08-22,53,
47,97,4.0.1,2017-05-11,53,
44,97,5.1.5,2017-04-25,50,
43,97,7.0.2,2013-10-16,50,
77,97,,,50,
22,97,7.0.0,,53,
30,97,6.0.0,,53,
91,97,7.0.0,,53,
51,98,2.100.0,2019-06-11,54,
48,98,5.0.0,2018-02-09,50,
44,98,5.1.5,2017-12-22,50,
15,98,9.0.0-0.0,2017-08-22,50,
91,98,7.0.0,2014-01-29,50,
43,98,7.0.2,2013-10-16,50,
71,98,6.1.1,2010-05-06,50,
77,98,7.0.1,2010-05-06,53,
22,98,7.0.0,,50,
30,98,6.0.0,,53,
51,99,2.100.0,2019-06-11,54,
44,99,5.1.5,2018-11-27,49,
48,99,5.0.0,2018-02-09,50,
15,99,9.0.0-0.0,2017-08-22,53,
43,99,7.0.2,2013-06-13,50,
77,99,7.0.3,2010-06-01,53,Has Q139 changed to FET (ECO to Follow) 1/10/11
22,99,7.0.0,,53,
30,99,6.0.0,,53,
91,99,7.0.0,,53,
51,100,2.100.0,2019-06-11,54,
44,100,5.1.4,2018-12-13,53,
48,100,5.0.0,2018-02-09,53,
15,100,9.0.0-0.0,2017-08-22,53,
22,100,7.0.0,2015-01-08,50,
77,100,7.0.1,2010-05-06,53,
30,100,6.0.0,,53,
91,100,7.0.0,,51,
43,100,7.0.2,,53,
48,101,5.0.0,2029-04-05,50,
51,101,2.100.0,2019-06-11,49,
44,101,5.1.4,2018-12-14,49,
15,101,9.0.0-0.0,2017-08-22,53,
43,101,7.0.2,2013-10-16,50,
30,101,6.0.0,2013-02-28,50,Spares shipment
71,101,6.1.1,2010-06-18,50,
22,101,7.0.0,,53,
91,101,7.0.0,,53,
51,102,2.100.0,2019-06-11,49,
44,102,5.1.4,2018-12-14,49,
14,102,10.0.1-0.0,2018-04-13,50,
48,102,5.0.0,2018-02-09,50,
91,102,7.0.0,2014-02-11,50,Returned from Renesas needs c95 increased
43,102,7.0.2,2013-12-17,50,
30,102,6.0.0,2013-04-10,50,
77,102,7.1.1,2010-06-18,53,
22,102,7.0.0,,50,
51,103,2.100.0,2019-06-11,54,
44,103,5.1.4,2018-12-14,49,
14,103,10.0.1-0.0,2018-03-21,53,
48,103,5.0.0,2018-02-09,50,
91,103,7.0.0,2014-08-21,53,
43,103,7.0.2,2013-10-31,50,
71,103,6.6.0.1.0.0.0,2011-04-18,50,
71,103,,2011-01-03,50,
22,103,7.0.0,,53,
30,103,6.0.0,,53,
51,104,2.100.0,2019-06-11,49,
44,104,5.1.4,2018-12-14,49,
14,104,10.0.1-0.0,2018-04-17,50,
48,104,5.0.0,2018-02-09,53,
22,104,7.0.0,2015-12-17,50,
91,104,7.0.0,2014-08-21,53,
43,104,7.0.2,2013-11-11,50,
77,104,7.4.0,2010-09-22,50,
30,104,6.0.0,,53,
14,105,10.0.1-0.0,2018-05-22,50,
51,105,2.100.0,2019-06-11,49,
44,105,5.1.4,2018-12-14,49,
48,105,5.0.0,2018-02-09,53,
91,105,7.0.0,2014-08-21,53,
77,105,7.0.3,2010-06-01,53,
22,105,7.0.0,,50,
30,105,6.0.0,,53,
43,105,7.0.2,,53,
14,106,10.0.1-0.0,2018-05-22,51,
44,106,5.1.4,2018-12-14,50,
48,106,5.0.0,2018-02-09,50,
91,106,7.0.1,2014-08-21,50,To replace damaged HV module per Phong.
43,106,7.0.2,2013-11-19,50,
30,106,6.0.0,2013-06-25,50,"To replace damaged HP after VF,RDSon, and 8.3mS testing"
71,106,6.1.1,2010-05-20,50,
22,106,7.0.0,,53,
14,107,10.0.1-0.0,2018-05-22,49,
44,107,5.1.4,2018-12-14,49,
48,107,5.0.0,2018-02-09,50,
91,107,7.0.0,2014-08-21,53,
30,107,6.0.0,2013-04-12,50,To replace HP shown to fail cal and diags by Phong.
71,107,6.1.2,2010-06-01,50,
22,107,7.0.0,,50,
43,107,7.0.2,,53,
14,108,10.0.1-0.0,2018-05-22,53,
44,108,5.1.4,2018-12-20,50,
48,108,5.0.0,2018-07-27,50,
22,108,7.0.0,2016-04-29,50,
71,108,,2012-01-18,50,
71,108,,2011-10-06,50,
71,108,6.3.0,2010-06-01,50,
30,108,6.0.0,,53,
91,108,7.0.1,,53,
43,108,7.0.2,,53,
14,109,10.0.1-0.0,2018-05-22,50,
48,109,5.0.0,2018-07-27,52,
22,109,7.0.0,2016-04-29,50,
20,109,,,50,
30,109,6.0.0,,53,
91,109,7.0.1,,53,
43,109,7.0.2,,53,
14,110,10.0.1-0.0,2018-05-22,50,
48,110,5.0.0,2018-07-27,50,Spares
43,110,7.0.2,2014-01-29,50,
70,110,7.1.0,2010-08-07,50,
22,110,7.0.0,,53,
30,110,6.0.0,,53,
91,110,7.0.1,,53,
14,111,10.0.1-0.0,2018-05-22,50,
48,111,5.0.0,2018-07-27,50,
43,111,7.0.2,2014-02-11,50,
30,111,6.0.0,2013-06-13,50,
70,111,7.4.1,2011-03-30,50,
22,111,7.0.0,,53,
32,111,8.01,,53,
22,112,7.0.0,2019-04-05,50,
14,112,10.0.1-0.0,2019-01-03,50,
48,112,5.0.0,2018-07-27,53,
32,112,8.01,2015-03-11,53,
43,112,7.0.2,2014-07-18,53,
70,112,7.1.1,2012-01-24,50,Upgraded in field from 7.0.1 per Samantha
30,112,6.0.0,,53,
32,113,8.01,2019-04-05,50,
14,113,10.0.1-0.0,2019-01-04,53,
48,113,5.0.0,2018-07-27,53,
43,113,7.0.2,2014-07-18,53,
20,113,8.0.2,2010-11-04,50,
22,113,7.0.0,,53,
30,113,6.0.0,,53,
14,114,10.0.1-0.0,2019-01-11,50,
48,114,5.0.0,2018-07-27,50,
32,114,8.01,2015-03-11,53,
43,114,7.0.2,2014-07-18,53,
30,114,6.0.0-0.14.1,2013-08-12,50,
20,114,8.5.0,2013-04-10,50,
22,114,7.0.0,,53,
14,115,10.0.1-0.0,2019-01-11,50,
